Tanggal,Banyak Retweet,Tweet,Terjemah,Subjectivity,Polarity,Sentiment,Sentiments,prediction
08/05/2021 06:21,0.0,klau ngasih bansos ngatur 2 batas ekonomi rakyat mslu,"if you give social assistance, you will manage 2 economic limits for the people, mslu",0.1333333333333333,0.1166666666666666,positif,2,2
08/05/2021 06:23,0.0,parah kutil dana bansos covid,severe warts covid assistance funds,0.0,0.0,netral,0,0
08/05/2021 06:32,0.0,bktm kel balowertiaiptu chamson syafii sambang giat bagi bansos sembako dinas sosial kota diri anak yatim piatu yayasan panti asuh al ikhlas laksana patuh protokol sehat,"bktm kel balowertiaiptu chamson syafii sambang is active for social assistance for basic needs, city social service for orphans, al sincere orphanage foundation as if obeying healthy protocols",0.3097222222222222,0.1555555555555555,positif,2,2
08/05/2021 06:35,0.0,bktm kel setonopande aiptu syaifudin yuridi lingkung 06 04 kota kediribhabinkamtibmas anggota ppkm mikro lurah setonopande laksana salur bansos indomaret tbk dinsos kota diri salur derita odgj,bktm kel setonopande aiptu syaifudin yuridi lingkung 06 04 city kediribhabinkamtibmas member of micro ppkm sub-village setonopande as channel for social assistance indomaret tbk city social service agency for odgj,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 06:38,0.0,sisi gelap tidak bancak bansos tidak hilang harun masiku tidak bancak jiwasraya asabri laku,"the dark side is not a lot, social assistance is not lost, harun masiku is not a lot, jiwasraya asabri sells",0.2333333333333333,-0.0583333333333333,negatif,1,1
08/05/2021 06:40,0.0,tolak lupa tenaga kesehatan paksa pake apada bikin perintah simpati dikit ngasih apada layak jadi konten dana bansos embat juga di isi emang bangsat 2,"refuse to forget that health workers are forced to use them or make a little sympathy order to give them if they are worthy of being the content of the social assistance fund, it's also filled with bastards 2",0.5333333333333333,0.0558333333333333,positif,2,2
08/05/2021 06:42,0.0,dapet dana bansos om cimol,get social assistance funds om cimol,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 06:53,0.0,beritapidiejayabansos jelang idul fitri 1442 hijriah serah camat terima delapan camat pidie jaya tepat 1 421 700 000,newspidiejayabansos ahead of eid al-fitr 1442 hijriah handover of sub-district heads received eight sub-districts of pidie jaya exactly 1 421 700 000,0.25,0.25,positif,2,2
08/05/2021 06:58,0.0,ah anjir saya mikir itu rupa 10 ribu dana bansos,oh my god i thought it looked like 10 thousand social assistance funds,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 07:00,0.0,komisi berantas korupsi kpk 75 pegawai lulus tes wawasan bangsa twk sumber pegawai kpk lolos sidik tangan kakap bansos covid 19,kpk's anti-corruption commission 75 employees passed the nation's insight test,0.0,0.0,netral,0,0
08/05/2021 07:05,0.0,gondol duit bansos mabuk sudah waras,drunk social assistance money is sane,0.5333333333333333,-0.2333333333333333,negatif,1,1
08/05/2021 07:07,0.0,iq saya 141 djem cerdas hahahadia ngebahas tidak gaji mati kelaperan kerja masih dapat makan lupa banyak tahun untuk makan harus nunggu bansos dikit isi,my iq is 141 djem is smart hahahaha he talked about not getting paid to die starving to work can still eat forgot how many years to eat have to wait for a little social assistance,0.4419047619047619,0.1520238095238095,positif,2,2
08/05/2021 07:08,0.0,cek bansos pkh bantu pangan blt umkm blt dana desa cair lebaran tribun jambi kodepos desa cek bansos pkh bantu pangan blt umkm blt dana desa cair lebaran  tribun jambi,check for social assistance pkh assistance with food blt msmes,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 07:09,0.0,kui lho bansos khas amrik,kui you know the typical american social assistance,0.1888888888888888,-0.0444444444444444,negatif,1,1
08/05/2021 07:18,0.0,wktu kampanye partai cilik sudah kuasa partai cilik partai suka nyusahin cilik bansos cilik korupsi,"when the little party campaign was in control, the little party liked to try to make small social assistance work easy for corruption",0.5166666666666667,0.0736111111111111,positif,2,2
08/05/2021 07:20,0.0,masyarakat pro pancasila perilaku jabat negara tidak tauladan amal pancasila korupsi bansos tangkap tangan kpk koruptor hukum berat tegak hukum tumpul runcing bawah,"pro-pancasila society, the behavior of state officials is not an example of pancasila's charity, corruption, social assistance, arrests the kpk of corruptors, severe law, enforces the law, blunts, pointed down",0.1777777777777777,-0.0611111111111111,negatif,1,1
08/05/2021 07:24,0.0,dana bansos hajar mentrine,social assistance funds beat the minister,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 07:26,0.0,banyak berita bipang jipang sekat wna china test kpkkorupsi bansos belum selesai harun masiku belum selesai,"a lot of news, bipang, jipang, china, china, kpkk, social assistance corruption test, hasn't finished yet, harun masiku hasn't finished yet",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 07:28,0.0,saja 2 solusi beli beras susah belanja online wxwxwxwx seperti tidak terfikirkan rakyat bansos sampai tinggal 40 anggaran,"only 2 solutions to buy rice, it's hard to shop online wxwxwxwx it's like the people of social assistance don't think about it until only 40 budgets are left",0.5216666666666667,-0.0516666666666666,negatif,1,1
08/05/2021 07:29,1.0,miskin prestasi bukti dhe pilih  bansos proses hukum sit pandemik negara aman 2 dengan  eini karena kasih sayang tuhan,"poor performance, evidence, choose social assistance due to the pandemic situation, the country is safe 2 with this because of god's love",0.4283333333333333,0.1016666666666666,positif,2,2
08/05/2021 07:31,0.0,berani,brave,1.0,0.8,positif,2,2
08/05/2021 07:35,0.0,maksud madam bansos,madam bansos mean,0.6875,-0.3125,negatif,1,1
08/05/2021 07:37,0.0,koruptor tes bangsa lulus lagi korupsi bansos madam bansos jago tes bangsa,corruption test nation pass again corruption social assistance madam social assistance good at nation test,0.2444444444444444,0.2555555555555555,positif,2,2
08/05/2021 07:41,0.0,keduluan korupsi bansos nih,"first, the social assistance corruption",0.1999999999999999,0.1416666666666666,positif,2,2
08/05/2021 07:44,0.0,koq nama langsung sih min anak lurah goodie bag bansos apa jahat ihh,"why is the direct name, the son of the village head, goodie bag, social assistance, or bad, huh?",0.3777777777777777,-0.1888888888888888,negatif,1,1
08/05/2021 07:52,9.0,tanda 2 ekonomi indonesia baik tumbuh ekonomi tw1 2021 1 45 perintah upaya ekonomi kuat program jalan insentif pajak bansos vaksinasi kartu prakerja,"sign 2 indonesia's economy is good, economic growth in q1 2021 1 45 orders for strong economic efforts, road programs, tax incentives, social assistance, pre-employment card vaccinations",0.36,0.3133333333333333,positif,2,2
08/05/2021 07:53,0.0,foya 2 pake uang korupsi abis capek bagiin bansos,"spree 2 using corruption money, tired of sharing social assistance",0.3833333333333333,-0.1833333333333333,negatif,1,1
08/05/2021 07:54,1.0,itu uda selesain dungu  yang rakyat indonesia madam bansos,"it's finished, the stupid people of indonesia, madam bansos",1.0,-0.7999999999999999,negatif,1,1
08/05/2021 07:58,0.0,hahaha guoblok bin tolol piara gara-gara suntik fucksin babi ya maling bansos jiwasraya asabri zaman cuung kacuung,"hahaha guoblok bin stupid piara because of the injection of pork fuckin, the thief of social assistance, jiwasraya, asabri, during the cuung kacuung era",0.4888888888888889,-0.1888888888888888,negatif,1,1
08/05/2021 08:01,0.0,cicak vs buaya jilid 2 bossnya angkut wajar pasang badan baca sejarah monolog kamu bela madam bansos tukang goodybag idola kamu tuh,"lizard vs crocodile volume 2, the boss transports properly, puts on a body, reads the history of your monologue, defends madam bansos, the goodybag maker, your idol",0.1,0.0,netral,0,0
08/05/2021 08:01,9.0,tanda 2 ekonomi indonesia baik tumbuh ekonomi tw1 2021 1 45 perintah upaya,2 signs that indonesia's economy is growing well in the first quarter of 2021 1 45 orders of effort,0.3333333333333333,0.25,positif,2,2
08/05/2021 08:13,,korupsi bansos  ,social assistance corruption ,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 08:24,0.0,tangkap madam bansos temu harun masiku rezim habis masa,arrest the social assistance madam harun masiku the regime is over,0.0333333333333333,-0.0083333333333333,negatif,1,1
08/05/2021 08:25,0.0,tribunus bal peduli covid 19 desa rebono oleh bansos polsek wonorejo,tribunus bal cares for covid 19 rebono village by wonorejo police social assistance,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 08:29,0.0,iya bos uang bansos jarah maling maling sok nkri maling sok pancasila,"yes boss, social assistance money plunders thieves, pretending to be homeless, a thief, pretending to be pancasila",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 08:30,0.0,korupsi bansos terang benderang bikin gelap kpk,"social assistance corruption is brightly lit, darkening kpk",0.4333333333333333,0.3666666666666667,positif,2,2
08/05/2021 08:35,0.0,kalau sama partai madam bansos om ane ngapa 2in nyinggung masiku komunis pki reborn seperti  gerah banget sampai main blokir,"if it's with the madam bansos party, omg, why do i mention the communists, pki reborn, like it's so hot that they play block",0.8500000000000001,0.25,positif,2,2
08/05/2021 08:37,0.0,halal yang beli pakai uang nyari nafkah halal kalau beli pakai uang korupsi bansos tetep haram aduh julid,"halal who buys with money earns a living. halal if he buys with money, social assistance corruption is still forbidden, oh julid",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 08:40,2.0,leader dealer apa gantung deal gede untung madam bansos tugas partai,"the leader of the dealer hangs a big deal for the madam of social assistance, the task of the party",0.0833333333333333,0.0166666666666666,positif,2,2
08/05/2021 08:40,0.0,sarung stok sama bansos,stock gloves with social assistance,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 08:44,0.0,letoynya hadap putrijuragan madame bansos kalau masiku lw tidak ingetkan,let's face the daughter of the skipper madame bansos if you still don't remember,0.0,0.0,netral,0,0
08/05/2021 08:46,0.0,kaki tangan madam bansos alih isue bipang wkwkwk,madam bansos' accomplice over the bipang issue wkwkwk,0.0,0.0,netral,0,0
08/05/2021 08:52,0.0,bansos polsek pulung polres ponorogo rumah bakar kanal ponorogo,"social assistance from the pulung police station, ponorogo police, burning houses in the ponorogo canal",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 08:52,0.0,thrx sisa bansos nyonya gagas ekasila,"thrx for the rest of the social assistance, mrs. gagas ekasila",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 08:55,0.0,maling bansos apakabar,social assistance thief how are you,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 09:04,0.0,jls lebih parah mobil esemka wujud tapi ampuh jurus ngibul ada juga ngakunya tukang martabak trnyta batu bara ada juga doyan sama dana bansos rakyat ada juga doyan matiin mix mntang titip mama mcam laa klakuannya,"it's even worse, the esemka car exists, but it's effective in cheating tricks, there are also those who claim to be martabak craftsmen, it turns out that coal is also a fan of the people's social assistance funds, and some people like to turn off the mix, just leave it to mom, like what she did",0.4888888888888889,0.0777777777777777,positif,2,2
08/05/2021 09:11,0.0,uang bansos jarah  nerima,looted social assistance money received,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 09:14,0.0,tim satgas kpk suap bansos impor benur lolos twkkpk satgaskpk,kpk task force team bribes social assistance for imported fried shrimp passes twkkpk task force kpk,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 09:16,0.0,inti kpk lemah harun masiku hadir indonesia metrei sosial korupsi dana bansos tidak hukum mati oooeeaaa partai juara korup indonesia nafas lega,"the core of the weak kpk, harun masiku, attends indonesia, social media, corruption, social assistance funds, not punishable by death",0.2527777777777777,-0.1027777777777777,negatif,1,1
08/05/2021 09:18,0.0,mencuri bansos covid 19 bang,stealing covid 19 assistance bro,0.0,0.0,netral,0,0
08/05/2021 09:19,0.0,bansos covid cair musim lebaran beres trik sih weh,"the covid assistance is liquid for the eid season, the trick is done, weh",0.0,0.0,netral,0,0
08/05/2021 09:20,1.0,tul skalau korupsi bansos anies ta bong bukan cebong buduk kalau gabloon,"tul scale, corruption of social assistance, anies ta bong, not a stupid tadpole if gabloon",0.5333333333333333,0.2166666666666666,positif,2,2
08/05/2021 09:21,0.0,yo banjarnegara bansos jarah oknum negara,yo banjarnegara social assistance looted state elements,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 09:23,0.0,haha 2014 serius kpk terus 2 seperti asabri jiwasraya bumiputra bansos acakadul haha saya sih hiphip huray haha gembira foamfamily haha sudah jaman mikirin negara,haha 2014 seriously kpk continues 2 like asabri jiwasraya bumiputra social assistance random haha ??i'm still hiphip huray haha ??i'm happy foamfamily haha ??it's time to think about the country,0.4291666666666666,0.1,positif,2,2
08/05/2021 09:26,0.0,hal serba kontradiksi berita bombastis aneh nyeleneh tuju sehingga jadi rugi masuk wna china korupsi biadab bansos juliari batubara bendahara pdip lupa apakah sengaja,"contradictory things, strange bombastic news, eccentric, so that it becomes a loss to enter china, barbaric corruption, social assistance, juliari, coal, pdip treasurer, forgot whether it was intentional",0.2388888888888889,-0.0055555555555555,negatif,1,1
08/05/2021 09:27,0.0,rakyat suruh patuh dana bansos sikat abis rakyat suruh patuh contoh kerumun rakyat larang mudik wna bebas alas colong kardus gembok,"the people ordered to obey the social assistance funds, the people were told to obey the example of the crowd, the people forbade going home for foreigners without padlocks with padlocks",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 09:29,0.0,bendahara partai maling bansos neng bong kalau gitu,"the treasurer of the social assistance thief party, neng bong then",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 09:30,0.0,kemensos cair 2 bansos lebaran cek terima bpnt pkh bantuan sosial bansos 2021 bansoscovid 19 via,ministry of social affairs disbursed 2 lebaran social assistance checks received bpnt pkh social assistance social assistance 2021 bansoscovid 19 via,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 09:31,0.0,maling bansosotsus ributtambang emas kerok puluh tahunberapa dana otsus habis,"bansosotsu thieves make a fuss about gold mining, how many years did the special autonomy funds run out?",0.5357142857142857,0.4285714285714286,positif,2,2
08/05/2021 09:35,0.0,bawa bawa hambalang kamu anti bilang korup bansos manusia aneh hambalang bui masiku itu ketemu sakti banget tuh,"take it with you, you're anti-corruption, social assistance, strange human, servant, jail, masiku, it's really really powerful",0.2633333333333333,0.0366666666666666,positif,2,2
08/05/2021 09:36,0.0,berapa bansos oknum suap nya,how much is the assistance for the bribery person,0.2,0.2,positif,2,2
08/05/2021 09:36,1.0,itu uda selesain dungu  yang rakyat indonesia,"it's finished, the stupid people of indonesia",1.0,-0.7999999999999999,negatif,1,1
08/05/2021 09:37,0.0,kalau nerima bansos jarah bansos ntidak gitu manusia aneh,"if you receive social assistance, loot social assistance, it's not like that, strange people",0.0944444444444444,0.0055555555555555,positif,2,2
08/05/2021 09:49,0.0,pemuda pancasila maen receh bipang pancasila maen buzzerp bangsa t pancasila maen gede duit bansos,"pancasila youth play small change in bipang, pancasila, play buzzerp, pancasila nation, play big money, social assistance",0.1888888888888888,-0.0722222222222222,negatif,1,1
08/05/2021 09:51,0.0,kejar madam bansos,chase madam bansos,0.0,0.0,netral,0,0
08/05/2021 09:57,1.0,ambil akun akun akun buzzerp teriak maling bansos hukum mati bodoh tau akun akun jilat cari makan dengan modal gadai benar,"take an account, a buzzerp account, a thief, a social aid, death penalty",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 10:02,0.0,enak banget bikin kacang grg pake bumbu makroni dipakein pedes dikit 2  b kacang dapat bansos alhamdulillah,"it's really good to make grg beans using macroni seasoning, a little spicy, 2 b peanuts get social assistance, thank god",0.3888888888888889,0.1819444444444444,positif,2,2
08/05/2021 10:03,0.0,juga sudah diawasin kale oknum 2 bukti salah sudah sanksi panas korupsi bansos bongkar,"it's also been monitored by two individuals, the wrong evidence has been sanctioned for corruption, social assistance, and has been dismantled",0.4833333333333333,-0.2333333333333333,negatif,1,1
08/05/2021 10:12,0.0,azab korupsi bansos covid 19 karaoke mati tel mic,the punishment of corruption for social assistance covid 19 karaoke dead tel mic,0.2333333333333333,-0.0833333333333333,negatif,1,1
08/05/2021 10:14,0.0,waw kemensos cair 2 bansos lebaran cek terima bpnt pkh samarinda menujupilwali 2020 kalimantantimur bontang sangatta bulungan malinau kukar balikpapan najam ppu ibukotabaru,waw the ministry of social affairs liquidated 2 eid social assistance checks received bpnt pkh samarinda towards the 2020 elections in kalimantantimur bontang veryta bulungan malinau kukar balikpapan najam ppu new capital,0.1959595959595959,0.0676767676767676,positif,2,2
08/05/2021 10:21,1.0,ambil akun akun akun buzzerp teriak maling bansos ka,"take the buzzerp account account, shout out the bansos thief",0.0,0.0,netral,0,0
08/05/2021 10:21,0.0,iya hasil bangunin sahur dipake bansos ponpes dekat keren bat gas bangunin sahur berkah hasil dipake bantuin plus dapat thari tipistipis heheh,"yes, the result of waking up for sahur is using the social assistance of islamic boarding schools near the cool gas bat, waking up sahur is a blessing, the result of using it is helping plus getting a thin day heheh",0.4916666666666667,0.0208333333333333,positif,2,2
08/05/2021 10:22,0.0,kait korupsi dana bansos 21 jt terima bansos fiktif dan yqng baru indikasi dpr jerat korupsi,"hook corruption of social assistance funds 21 million receive fictitious and new social assistance, indications of dpr snaring corruption",0.1959595959595959,0.0676767676767676,positif,2,2
08/05/2021 10:26,0.0,madam bansos mingkem kamu bipang,madam bansos mingkem you bipang,0.0,0.0,netral,0,0
08/05/2021 10:27,0.0,bansos embat,embat social assistance,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 10:28,0.0,lakuin lockdown beberapa daerah angka positif corona bansos kalau ini solusi tangan solusi corona ekonomi negara jalan angka covid engga,"do a lockdown in several areas with positive numbers for the corona social assistance if this is a solution for the country's economic corona solution, the covid number is not there",0.203030303030303,0.1151515151515151,positif,2,2
08/05/2021 10:28,2.0,leader dealer apa gantung deal gede untung madam bansos,is the leader of the dealer hanging a big deal for madam bansos,0.1,0.0,netral,0,0
08/05/2021 10:31,1.0,presiden e ngurusi nikah artispemerintah e bingung e larang mudikbanyak bansos dikorupwarga ini ken mudik raurusan covid trabas pokoekalau abis indonesia kasus lonjak tinggal lak do asuog,"the president takes care of the artist's marriage, the government is confused, e prohibits going home, many social assistances are corrupted. these citizens go home for the covid-19 problem, trabas pokoe, if after indonesia, the case spikes, just do asuog",0.4222222222222222,0.0444444444444444,positif,2,2
08/05/2021 10:44,0.0,tjakep 75 sidik kpk lolos tes wawasan bangsa hasil bongkar e-ktapi simulator sim ekspor benur bansos kelas kentara pis eta per-ma-i-nan,"tjakep 75 fingerprints of kpk passed the nation's insight test as a result of dismantling the e-ktapi sim simulator for the export of social assistance shrimp fry, visible class pis eta per-ma-i-nan",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 10:47,0.0,tidak ngerti mafia bansos mafia antigen indonesia negara buruk nang covid 19,"don't understand the social assistance mafia, the indonesian antigen, a bad country for covid 19",0.3666666666666666,-0.3333333333333332,negatif,1,1
08/05/2021 10:48,0.0,21 juta data ganda bansos tentu raja lawak dagel bajing tengik,"21 million double data on social assistance, of course the king of jokes, rancid bastards",0.0333333333333333,0.0166666666666666,positif,2,2
08/05/2021 10:50,0.0,pandemi benar 2 tuhan ngasih unjuk sih betapa zolimnya pmrnth dalam tangan perilaku warga bom oknum korupsi bansos juga seperti sih aman 2 itu pindah kota or negara dengan bahagia lanjut berita khan,"the pandemic is true 2 god has shown how cruel pmrnth is in the hands of the behavior of the citizens of the social assistance corruption bomb, it's also like it's safe to move cities or countries happily continue the news, khan",0.6433333333333333,0.1366666666666666,positif,2,2
08/05/2021 10:54,0.0,perintah tau sih kelean banyakk banget sudah rela mudik nahan untuk pergi tapi kesini seperti main kelean konsistensi atur wna bhkn abai karantina bansos korup gaji tenaga kesehatan cair alat test daur ulang,"the command knows that there are many people who are tired, they are willing to go home to hold back to go, but coming here is like playing kelean. consistency in managing foreigners, ignoring quarantine, corrupt social assistance, liquid health worker salaries, recycling test equipment",0.5027777777777779,-0.0194444444444444,negatif,1,1
08/05/2021 10:57,0.0,bongkar bansos jahat ko bilang melempem bayangin kalau bongkar pandemi jahat keruk untung derita masyarakat,"dismantling the evil social assistance, why do you say it's sluggish, imagine if you dismantle the evil pandemic, dredge up the people's suffering",0.6888888888888888,-0.6555555555555556,negatif,1,1
08/05/2021 10:59,0.0,kemensos cair 2 bansos lebaran cek terima bpnt pkh,ministry of social affairs disbursed 2 lebaran social assistance checks received bpnt pkh,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 11:07,1.0,simpang karantina bayar rapid test pakai alat bekas bansos korupsi wna bebas mudik larang mencla mencle sakno tugas sehat sakno polisi semoga tenanan sakno rakyat e bujuk ae coook coook,"quarantine intersections pay for rapid tests using used tools for social assistance corruption. foreigners are free to go home, prohibit mencla mencle, sakno, healthy duty, sakno, police, hope that the people's sakno will prevail, e persuade ae coook coook",0.4555555555555555,0.3111111111111111,positif,2,2
08/05/2021 11:09,0.0,cek terima bansos pkh bpnt 2021 klik bansos pkh kemensos,check receive social assistance pkh bpnt 2021 click on social assistance pkh ministry of social,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 11:14,0.0,iya benar seperti korupsi bansos tengok 2 laku,"yes, that's right, it's like social assistance corruption. look at the 2 behaviors",0.3011904761904762,0.1595238095238095,positif,2,2
08/05/2021 11:16,0.0,sudah baru kuasa dah planning karena kpk sll mengungkapknkoruptor bnykkn merahdr kepda sampai bansos nyalom blbi nya,"i just got the power, i'm planning because all kpk have revealed that many corruptors have been redundant to the local government until the social assistance has provided the blbi",0.1916666666666666,0.0833333333333333,positif,2,2
08/05/2021 11:22,0.0,bansos beda konteks tuju beliau tanggung baik kabinet konteks bipang tidak tekan mudik lebaran orang,"social assistance in different contexts, he is responsible for the cabinet in the context of bipang, not pressuring people to go home for eid",0.4055555555555556,0.0777777777777777,positif,2,2
08/05/2021 11:30,0.0,tahu hilang korupsi bansos,know that social assistance corruption is gone,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 12:03,4.0,beda blt era krismon 2008 bansos era krismon gambar 1 blt protes pdip karena tidak didik rakyat tapi sampai rakyat atas krismon gambar 2 bansos korupsi rakyat dampak gigit jari krismon parah,different blt crisis era 2008 social assistance crisis era image 1 blt pdip protest because it doesn't educate the people but until the people over krismon picture 2 social assistance corruption of the people the impact of biting the finger of severe krismon,0.2444444444444444,0.0222222222222222,positif,2,2
08/05/2021 12:05,0.0,pakgub ngapunten nopo mpun mboten wonten bansos kangge rencang 2 rantau ben koyo taun wing,pakgub ngapunten nopo mpun mboten wonten social assistance kangge plans 2 rantau ben koyo taun wing,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 12:14,0.0,waspada tipu bansos covid 19 mengatasnamakan bank bjb perban waspadapenipuan news,beware of social assistance scams covid 19 in the name of bank bjb bandages beware of fraud news,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 12:16,1.0,masyarakat bansos qgbacotsantuy,social assistance community qgbacotsantuy,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 12:25,2.0,tidak lanjut bansos desa ridogalih camat cikakak kabupaten sukabumi mayoritas tidak sasar tumpang,"no further social assistance, ridogalih village, cikakak sub-district, sukabumi district, the majority are not targeting overlapping",0.2833333333333333,0.0166666666666666,positif,2,2
08/05/2021 12:38,0.0,dah di hukum apakah stiap orang mlakukan ksalahan harus dapat sebagai manusia dna bansos di korupsi kamu mingkem,"has it been punished, does everyone make mistakes, must be able to be a human being and social assistance in corruption, you stay away",0.2638888888888889,0.1777777777777777,positif,2,2
08/05/2021 12:40,0.0,bansos korup,corrupt social assistance,0.5333333333333333,-0.2333333333333333,negatif,1,1
08/05/2021 12:42,0.0,giat bagi bansos rw 10 lurah pasirjati anak yatim serah bantu sembako isoman 02 rw 11 psg jum at berkah lpm pasirwangi bagi takjil,active for social assistance rw 10 village head of pasirjati orphans hand over food aid isoman 02 rw 11 psg friday blessing lpm sandwangi for takjil,0.3333333333333333,-0.05,negatif,1,1
08/05/2021 12:47,0.0,2 sangka bansos samosir tahan,2 i think the samosir social assistance can hold up,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 12:49,0.0,asabri jiwasraya masiku bpjs madam bansos goodiebag truk nyasar blbi ngilang,asabri jiwasraya masiku bpjs madam bansos goodiebag stray truck blbi disappears,0.0,0.0,netral,0,0
08/05/2021 12:50,0.0,bst henti kondisi masyarakat baik aktivitas normal pandemi masyarakat hak hidup normalyaaah bu risma kasih kabar enak tutup pintu bansos covid 19 gara-gara,"bst stop the condition of the community, both normal activities, pandemic, society, the right to live normally, mrs. risma, give you the good news, closing the door for social assistance for covid 19 because of",0.5003968253968254,0.2425685425685425,positif,2,2
08/05/2021 12:54,0.0,bansos bpnt pkh cair mei 2021 cek daftar terima,social assistance bpnt pkh disbursed in may 2021 check the receipt list,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 12:54,0.0,gara-gara bipang menteri jabat sibuk fisi bipang kasihan kalau hobi makan babi panggang harta haram makan bipang korupsi bansos benur haram sakit rakyat,"because of bipang, the minister is busy, bipang, sorry if his hobby is eating roasted pork, it's haram to eat bipang, corruption, social assistance, fried seeds, are haram, sick people",0.555952380952381,-0.2702380952380953,negatif,1,1
08/05/2021 12:55,0.0,bansos bpnt pkh cair mei 2021 cek daftar terima indonesia,social assistance bpnt pkh disbursed in may 2021 check the indonesian receipt list,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 13:00,0.0,semoga novel baswedan tangkap madam bansos,i hope baswedan's novel catches madam bansos,0.0,0.0,netral,0,0
08/05/2021 13:04,0.0,era harun masiku tidak tangkap alias biar liar awal kpu negara ambyar mega korupsi bansos jiwasraya asabri tangan tegak hukum akan mandeg tdk,"in the era of harun masiku, he didn't arrest him, alias let it go wild. early on, the state kpu collapsed, the mega corruption of social assistance, jiwasraya, asabri, the hand of upholding the law, will it stagnate or not",0.1916666666666666,0.0458333333333333,positif,2,2
08/05/2021 13:05,0.0,habis energi nalar lurus publik bengkok gara-gara setir babi panggang produksi mesin hoax istana tetap fokus kutuk lemah sidik sasar alir dana bansos alir partai muncung putih mari waspada,"the public's energy of straight reason is bent because of the roast pork steering wheel, the palace hoax machine production remains focused on the weak curse, targeting the flow of social assistance funds, white popping party, let's be vigilant",0.2316666666666667,-0.0283333333333333,negatif,1,1
08/05/2021 13:07,1.0,kalau saham proyek jatah bansos jabat budaya hehehe,"if the project shares are allotted for social assistance, hold on to the culture hehehe",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 13:11,0.0,hormat indonesia kabar rakyat indonesia kabar covid indonesia kabar india indonesia kabar cina kabar korupsi bansos gimana cerita kpk kabar,"respect, indonesia, news for the people of indonesia, news for covid, indonesia, news, indonesia, news, china, news about corruption, social assistance, how is the story of kpk how are you",0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 13:13,0.0,update bahas ratna mulut 2 bahas dana bansos harun masiku lebaran ini tau rimba,update discusses ratna mouth 2 discusses social assistance funds harun masiku this eid you know the jungle,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 13:14,0.0,urgent asabri jiwasraya bpjs madam bansos truk nyasar mr goodiebag masiku blbi lanjut kek,urgent asabri jiwasraya bpjs madam bansos stray truck mr goodiebag masiku blbi continue kek,0.0,0.0,netral,0,0
08/05/2021 13:23,0.0,korupsi bansos gimana rugi cilikgimana harun masiku segarterkesan ngalihin insyu,"social assistance corruption, how is it a little loss, how is harun still fresh, i'm impressed with the change insyu",0.5166666666666666,0.2864583333333333,positif,2,2
08/05/2021 13:24,4.0,beda blt era krismon 2008 bansos era krismon gambar 1 blt protes pdip karena tidak didik rakyat t,"different from the 2008 crisis period, social assistance during the crisis era picture 1 pdip protested because it didn't educate the people t",0.3333333333333333,0.0166666666666666,positif,2,2
08/05/2021 13:26,0.0,karaoke pakai duit bansos astaghfirullah,karaoke using social assistance money astaghfirullah,0.0666666666666666,0.0333333333333333,positif,2,2
08/05/2021 13:28,22.0,4 padahal marak nama bansos perintah anak anak bagi bantu share tembus pemda,4 even though there are many names of social assistance orders from children to help share through local government,0.1888888888888888,0.1777777777777777,positif,2,2
