Tanggal;Screen Name;Source;Hashtags;Banyak Retweet;Dif;Sentiment;Tweet
07/05/2021 01:33;edymeds;Twitter Web App;[];0.0;5;0;kmaren tidak korupsi e ktp data ganda bansos tidak e ktp basedatavalid
07/05/2021 01:33;nyananan36;Twitter for Android;['SemangatBangkitkanRI', 'SemangatBangkitkanRI'];0.0;4;1;semangatbangkitkanri serah bansos butuh proses padan niksemangatbangkitkanri
07/05/2021 01:33;jdara25;Twitter for Android;['SemangatBangkitkanRI', 'SemangatBangkitkanRI'];0.0;4;1;serah bansos butuh proses padan nik semangatbangkitkanrisemangatbangkitkanri
07/05/2021 01:34;BpkpKaltim;Twitter Web App;[];0.0;4;1;masalah sebab basis data terima bansos tidak akurat update untuk tingkat akuntabilitas bantu sosial bpkp rekomendasi menteri sosial baik data padu sejahtera sosial dtks
07/05/2021 01:37;ZulfadlanZN;Twitter Web App;['RezimLaknat'];0.0;5;0;tka biar masukdana bansos korupsirakyat pulang kampung bolehpengemudi cari rejeki mudik ancam penjararezimlaknat
07/05/2021 01:38;Iiefachri;Twitter for Android;[];0.0;5;0;blh potong gaji ut bansos
07/05/2021 01:43;nazraputri;Twitter for Android;[];0.0;4;1;main 2 bank perintah engkau temu antri rakyat harap bansos tugas sabar alas 2 lucu 2 antri
07/05/2021 01:45;MJabodetabekCom;dlvr.it;[];0.0;4;1;cair mei 2021 cek terima bansos pkh bpnt nik ktp
07/05/2021 01:47;ishtarsumrs;Twitter for Android;[];0.0;4;1;fasilitas bansos hak rakyat
07/05/2021 01:57;EraDigitalBiz;Twitter for Android;[];832.0;5;0;lockdown krn duit mindahin kota jalan terusbansos kemensos henti pajak mobil mew
07/05/2021 01:59;winniputry1;Twitter Web App;[];0.0;5;0;madam bansos seram jahat bin jahanamrakyat susah susah
07/05/2021 02:00;warm_jack;Twitter for Android;[];364.0;5;0;21 000 000 juta kali 300 000 dah 6 300 000 000 000 6 3 t bansos turun hilang uang negara sehrg 1 kri
07/05/2021 02:04;themomen_;Twitter for Android;[];0.0;5;0;bahas harun mas bansos blbi lai
07/05/2021 02:04;imagefinance;Twitter for Android;[];0.0;5;0;serap madam bansos bro
07/05/2021 02:11;gandasitumorang;Twitter for Android;[];0.0;5;0;akibat lalai potensi rugi negara triliun rugi uang negara akibat bansos tidak sasar korupsi bansos
07/05/2021 02:14;cnbcindonesia;Twitter Web App;[];0.0;4;1;deret bansos cair mei blt 2 4 juta bansos
07/05/2021 02:20;Mulyadi34969220;Twitter for Android;[];0.0;5;0;bkn koruptor bansos incar dungu kejam
07/05/2021 02:22;gandasitumorang;Twitter for Android;[];0.0;5;0;akar bansos tidak sasar data dtks nik amburadul data ganda puluh juta padan dtks nik
07/05/2021 02:23;GoestLiverpool;Twitter for Android;[];0.0;5;0;tenang cover tes bansos
07/05/2021 02:27;gandasitumorang;Twitter for Android;[];0.0;5;0;alih 2 nangkapin korupsi bansos mesti baik data gimana nyalurin bansos sasar data amburadul gitu
07/05/2021 02:30;Kilat_com;TweetDeck;[];0.0;5;1;pegawai kemensos robin saputra ajak karaoke dakwa duga korupsi dana bansos covid 19 robin terima uang rp86 juta atas miris uang asal uang dana bansos
07/05/2021 02:35;Bustomi88209234;Twitter for Android;[];0.0;5;0;susah atur perintah mudik biar kurang jatah bansos klau covid mati
07/05/2021 02:42;Nncyjay;Twitter for Android;[];0.0;4;0;tp klo kasih bansos corona nolak
07/05/2021 02:42;KuswonoMulya;TweetDeck;[];0.0;4;1;oktober 2018 ajb bumiputera bayar klaim 3 3 tgimana jiwasraya asabri bansos bpjs kresna life
07/05/2021 02:45;IrSitepu;Twitter for Android;[];0.0;5;0;impor beras trusss koruptor sadis dana bansos jg embat dasar biadab harun mas
07/05/2021 02:47;yohaness6411;Twitter for iPhone;[];0.0;5;0;panglima kaisar terima bansos rumah mobil terima bansos ah bener benah tatanan dunia gimana sih ni bener
07/05/2021 02:51;SekKertosono;Twitter for Android;[];0.0;4;1;bhabinkamtibmas desa nglawak laksana giat sambang damping salur bantu bansos dd dampak covid 19 dana desa tahap 3
07/05/2021 02:52;UAlla0879;Twitter Web App;[];0.0;5;0;kreatifitas rakyat batas takjil jabat borong bansos ngaku pancasilais
07/05/2021 02:54;OemarSyarief8;Twitter for Android;[];0.0;4;0;cilacap cahaya ayo bangun desa ne kapal muat gula india 35 orang kruh kapal india warga hati gunakanmasker ya allah lindung cilacap ya allah tular covid19 ini jabat daerah ambil bansos saya doa miskin
07/05/2021 02:54;tamrintomagola;Twitter for Android;[];3.0;5;0;gebyah-uyah generalisasi sapujagat dangkal utk selamatkang garong bansos
07/05/2021 02:56;ikg_buleleng;Twitter for Android;[];0.0;5;0;larang mudik hubung wibawa negara jenderal tembaktka bebas indonesiakoruptor bansospancasila ekasilarakyat miskin meningkatnoh taruh wibawa negara
07/05/2021 02:59;hstwn28;Twitter for Android;[];0.0;5;0;kmrn korupsi dana bansos kopit hukum mati sih jngn 2 bikin adil
07/05/2021 03:00;hanyproduk;Twitter Web App;[];0.0;5;0;ancam hukum bang pasal brp langgar ngemplang dana desa pidana 6 thn mesti ngemplang dana bansos bnyk pidana umur hidup mati kok 4 thn ini nama tegak lurus
07/05/2021 03:00;Devawibawaa;Twitter for Android;[];0.0;5;0;i see pamer socmed hasil bansos gtu mksdnya
07/05/2021 03:01;prawikanputra;Twitter for Android;[];0.0;5;0;bansos bantu sosiolog
07/05/2021 03:02;yakobus81406404;Twitter Web App;[];0.0;5;0;penting sdh capai danah bansos 17 sdh bagi 2 alir penjuru buzzer sdh ciprat lg mega proyek incar thn 2024 jiwas raya sdh diobok 2 pd angka 32t
07/05/2021 03:03;natemidlando;Twitter Web App;[];22.0;5;0;iya kalo bansos kasih kalo duit pensiun umur hidup s
07/05/2021 03:04;AchmadShonnyArc;Twitter for Android;[];0.0;5;0;madam bansos bebaswesewesewes
07/05/2021 03:10;newsmerahputih;TweetDeck;['merahputihcom', 'juliaribatubara', 'eksmensos', 'korupsibansos', 'bansos'];0.0;5;1;sidang lanjut gelar saksi tegas tidak minta fee eks mensos juliari merahputihcom juliaribatubara eksmensos korupsibansos bansos
07/05/2021 03:11;VirtualThumb;Twitter for Android;[];0.0;5;0;jokowi thr bansos 200 ribu bahan gosip
07/05/2021 03:16;RanggaWijayaka;Twitter for Android;[];1.0;5;0;rakyat derita bencana manusia pandemi panjang uang bansos embat jelang lebaran rakyat tdk pulkam tka china serbu nkri
07/05/2021 03:17;zuxylau;Twitter Web App;[];1.0;5;0;rakyat derita bencana manusia pandemi panjang uang bansos embat jelang lebar
07/05/2021 03:18;juliandjiono;Twitter for Android;[];0.0;5;0;gimana rakyat move on uang bansos korupsi lo bangga rezim korupsi uang bansos
07/05/2021 03:19;FerryY_13;Twitter for Android;[];0.0;5;0;nang covid bobrok korupsi bansos covid 19 phk mana sistem ajar sekolah kacauu balau guna alat swab antigent bekas oknum luka rakyat bijak bkn utk rakyat bijak utk penting
07/05/2021 03:22;EruAchmad;Twitter for Android;[];0.0;5;0;1m kalo nyambi korupsi duit bansos
07/05/2021 03:26;Wisnusigit17;Twitter for Android;[];0.0;5;0;masyarakat marah muak bahas pandemi tidak kunjung selesai dana bansos korup tidak rata tingkat pengganguran rencana vaksin larang mudik tradisi boleh asing indonesia
07/05/2021 03:26;JongJava_17;Twitter for Android;[];0.0;5;0;sbtulnya pria 2 d indonesia kerja keras n gk bth d kasihan untk bansos sumbang mreka butuh kerja n hasil uang mreka tau hrga kerja n kerja hrs emis krn tdk pilih
07/05/2021 03:27;OemarSyarief8;Twitter for Android;[];0.0;5;0;allah saksi tiada ilah ilah sembah sesembahandan tiadah tuhan tuhan lain hanya allah lah milik isi dunia ini allah tidak anak tidakdi rana ya allah kutuk 7 ketutunan nyayg ambil bansos jatah saya ya allah bukti doa ku
07/05/2021 03:28;Arpan91481432;Twitter for Android;[];0.0;5;0;bansos sasar bgt org mobil rumah gede etc bansos rakyat kismin dpt
07/05/2021 03:31;Catatan_ali7;Twitter for Android;[];2.0;5;0;jahat maling bansos kader pdip juliari batubara temu keluarga sungkem tuamudik mudik corona kasih jamin tua keluarga hidup
07/05/2021 03:31;Catatan_ali7;Twitter for Android;[];1.0;5;0;jahat maling bansos kader pdip juliari batubara in
07/05/2021 03:35;duta_kautsar;Twitter for Android;[];0.0;5;0;pemda woy lawak semu lupa bansos bos
07/05/2021 03:35;SugengR41532008;Twitter for Android;[];0.0;4;0;assalamu alaikum warahmatullahi wabaro katu selamat pagi kait program perintah pusat dana bansos dana covid 19 umkn jknkis pulih ekonomi rakyat mohon evaluasi ulang program tidak
07/05/2021 03:37;Galihgumy_;Twitter Web App;[];0.0;5;0;parah bgt lu info bansos kuota bantu sampe detik gw belon ngerasain tuh duit korupsi wkwkwk
07/05/2021 03:40;RicAndreas;Twitter for Android;[];0.0;5;0;negeri fakta sih hehehyg baru bansos gw turun ekspektasi kalo hukum negara karna tau
07/05/2021 03:47;ayah_neisha;Twitter for Android;[];0.0;5;0;da surat buka madam bansos aliansi mahasiswa mo kirim pas 20 mei ngga dah edar
07/05/2021 03:48;taftazaytz_01;Twitter for Android;[];2.0;5;0;jahat maling bansos kader pdip juliari batubara
07/05/2021 03:55;jQjIWj LkKxOYF;Twitter for Android;[];0.0;5;0;salam madam bansos
07/05/2021 04:01;FPD_DPR;Twitter for iPhone;[];10.0;5;1;anggota komisi iii sidik kpk bansos incar twk nasional
07/05/2021 04:03;ayah_neisha;Twitter for Android;[];0.0;5;0;info wag malam pas cek link nya dibanned atau dar draf jelas info ngirim wag msh dapat dar catat madam bansos
07/05/2021 04:04;Jangansayur;Twitter Web App;[];0.0;5;0;nanggung om skalian narasi d ukung firli pecat 75 karyawan henti cari harun mas stop sidi bansos century blbi e-ktp bebas juliari pulih nama baik jaya kpk
07/05/2021 04:05;EnggalPMT;Twitter for Android;[];16.0;4;0;jaman jokowi beli konsumsi sarden bansos
07/05/2021 04:06;RafliZalaludin;Twitter for Android;[];0.0;5;0;cermin buram tangan covid korupsi bansos angka puluh digit bisnis antigen bekas sakit
07/05/2021 04:09;Kodim_Sragen;Twitter for Android;[];0.0;4;1;sertu warsono babinsa sribit laksana bansos sumarti cermo 8 desa sribit jalin silaturohmi bina babinsa sumarti moga beri beras manfaat keluarga
07/05/2021 04:11;soeyoto1;Twitter for Android;[];95.0;5;1;mbak risma kpk data 21 juta terima bansos bodong fiktif usaha 2 salur bansos abal 2 lengkap skenario ampo bansos hak miskin cuit rizal ramli
07/05/2021 04:19;Humas_SEK_TWGH;Twitter for Android;[];0.0;4;1;kapolsek tawangharjo akp abas sh mh manager wings laksana bansos wings peduli ds jono
07/05/2021 04:26;EnggarHadii;Twitter Web App;['INADaruratKeadilan'];0.0;5;0;korupsi bansos cuman penjara 4 chakz inadaruratkeadilan
07/05/2021 04:28;H4P5i;Twitter Web App;[];0.0;5;0;korupsi bansos atur jabat organisasi hancur jokowi karna jelek pimpin rakyat bawah percaya oposisi cari simpati
07/05/2021 04:29;H4P5i;Twitter Web App;[];0.0;5;0;cepat jokowi korupsi klw amat keluarga cendana bansos klw tidak basmi bahaya karna mumpung pandemi nga gerak negeri
07/05/2021 04:30;msaid_didu;Twitter for Android;[];95.0;5;0;mbak risma kpk data 21 juta terima bansos bodong fiktif usaha 2 salur bansos
07/05/2021 04:32;pilaala;Twitter Web App;[];0.0;5;0;model dana haji dana bansos orang hukum mati tidak akhlak bukti sepenuh nurani mati ngapain dibiarin hidup
07/05/2021 04:33;Mbak_Cebi;Twitter for Android;[];0.0;5;0;definisi jaga nkri jaman now 2 jenis dasar penting aku pancasila tatkala isi pancasila peras 3 sila diem bae bilang nkri harga mati tp bansos utk rakyat miskin korup diem bae mnrt jaga nkri spt
07/05/2021 04:35;BryanArsyad3;Twitter for Android;[];0.0;5;0;tangkap madame bansos penjara anak lurah miring
07/05/2021 04:37;terlahirpendosa;Twitter for iPhone;[];0.0;5;0;den presiden lu lemah banget korupsi partai banteng harun mas bansos
07/05/2021 04:43;MamiaAja;Twitter for Android;['giveaway'];0.0;5;0;iya bli ngeri kl lwt pusat perbelanjan paa mu rs penuuuh kt anak sih gara 2 giveaway perintah bansos
07/05/2021 04:45;pikiran_rakyat;dlvr.it;[];0.0;5;1;21 juta data terima bansos tidur risma terima enam juta data daerah
07/05/2021 04:50;Hari69425176;Twitter for Android;[];0.0;4;0;terima bansos bodongpemberi bansos bodongyg odong odong
07/05/2021 04:52;sitimufattahah;Twitter for Android;[];10.0;5;0;anggota komisi iii sidik kpk bansos incar twk nasional htt
07/05/2021 04:54;KuswonoMulya;TweetDeck;[];0.0;4;0;nasabah kecewa proposal damai kresna lifehanya saudah bansos bpjs bakrie life jiwasraya
07/05/2021 04:55;Kimpul74;Twitter for Android;[];0.0;5;0;pdip kasus bansos pukul telakmakanya kpk bumi hangusdpr banci kaleng
07/05/2021 04:57;irenejuniasi;Twitter for iPhone;[];0.0;4;0;kantor pos fatmawati hormat bantu nya sistem daftar bagi bansos ruwet bgt dah tugas marah
07/05/2021 05:00;XtoperXman;Twitter Web App;[];0.0;4;1;bansos indonesia
07/05/2021 05:01;AndreMan2003;Twitter for Android;[];0.0;5;0;akal bulus korupsi bansos nguap
07/05/2021 05:02;Bralingnews;Twitter for Android;[];0.0;4;1;login cek terima bansos pkh bpnt cair mei 2021
07/05/2021 05:04;AndreMan2003;Twitter for Android;[];0.0;5;0;korupsi banteng bansos nguap bubarin kpk rugi rakyat bayarin pajak kpk laku kayak
07/05/2021 05:11;udahbacotnya;Twitter Web App;[];0.0;5;0;ramadhan bukber bansos parcel thr kerja tingkat 5x lipat 2
07/05/2021 05:16;_RKBR_;Twitter for Android;[];0.0;5;0;plus beras bansos campur kutu wkwkwk
07/05/2021 05:16;Ezharhap;Twitter Web App;[];0.0;5;0;genk ama maling bansos bahaya
07/05/2021 05:20;___4m4r3;Twitter Web App;[];0.0;5;0; apa kabar tuch anak lurah pakai uang bansos koq berita nya ye
07/05/2021 05:20;takebeer3;Twitter for Android;[];0.0;4;0;sugih bansos
07/05/2021 05:23;nazi_8303;Twitter for Android;[];0.0;5;0;mah cebong brengsek nw pecat lepas ne bansos nyet
07/05/2021 05:26;AlfonsusSimbol6;Twitter for Android;[];0.0;5;0;goreng gosong kuali 2nya politikus demokrat duga sidik kpk bansos henti tes
07/05/2021 05:27;rossaajeng;Twitter for iPhone;[];0.0;5;0;mudik ora bansos ora entuk wna india mlebu metu endonesa sak karep udel e dewe
07/05/2021 05:32;cahgalek_;Twitter for Android;['PatuhTidakMudik', 'INADaruratKeadilan'];2.0;5;0;mudik nyelundupin benih lobster korupsi bansos nimbun narkoba 1 kwintal ketemu simbok wni tidak patuhtidakmudikinadaruratkeadilan
07/05/2021 05:34;rmdhnspl;Twitter for Android;[];0.0;5;0;gmn korup bansos
07/05/2021 05:36;pikiran_rakyat;dlvr.it;[];0.0;5;1;21 juta data terima bansos tidur risma terima 6 juta data
07/05/2021 05:36;PhyDra12;Twitter for Android;[];0.0;5;0;jgn embat kayak korupsi bansos covid
07/05/2021 05:42;BagindoIbrahim;Twitter Web App;[];0.0;4;1;2 thr sisa hasil usaha bansos
07/05/2021 05:42;AOcseva;Twitter for Android;[];0.0;5;0;madam bansos gubernur sulsel suap sidik libat partaik wajarrr
07/05/2021 05:43;donie_bkt;Twitter for Android;[];0.0;5;0;jgn banyak duga yg beres anak lurahada maling dana bansos covid biadab lgi coba rezim
07/05/2021 05:48;RudiSuhendra25;Twitter for iPad;[];2.0;5;0;mudik nyelundupin benih lobster korupsi bansos nimbun narkoba 1 kwintal ketemu
07/05/2021 05:49;polsekkdrkota;Twitter for Android;[];0.0;4;1;bktm kel ngronggo aiptu aris hadidi aula lurah manisrenggobersama rawan trc kel ngronggo bhabinkamtibmas kel manisrenggo damping pantau salur bansos sahabat ngronggo 1303 kpm
07/05/2021 05:52;one_ted;Twitter for Android;[];0.0;5;0;negeri mokondo apasih diproyekin bansos embat
07/05/2021 05:54;Rudiaja04782262;Twitter for Android;[];0.0;5;0;oohh oooww tahu deh kolaborasi mafia bansos
07/05/2021 05:57;baba_raccoon;Twitter for Android;[];0.0;5;0;ralat moncong bansos putih
07/05/2021 05:57;wong_ndeso333;Twitter for Android;[];0.0;5;1;kpk usut tuntas duga libat ace hasan syadzily korupsi bansosadik mahasiswa paham dpr kebal hukumfaktanya aparat hukum takut politis parpol
07/05/2021 05:58;BananaUyuJK2;Twitter for Android;['BTSARMY', 'BestFanArmy', 'iHeartAwards'];0.0;5;0;duh bansos udh d makan sma megangin bansosnya i vote btsarmy as bestfanarmy at the 2021 iheartawards
07/05/2021 06:00;kabarwarga;SerbaCeban;[];0.0;4;1;bansos atas dampak covid 19 perintah kuat sistem lindung sejahtera sosial by
07/05/2021 06:06;EdiKeceput;Twitter for Android;[];2.0;5;0;kayak perintah takut bangkrut sedia makan rakyat lock down bulan tahu laksana psbb bansos jadi bancaan kader parpol kuasa aroma madam bansos
07/05/2021 06:06;baba_raccoon;Twitter for Android;[];0.0;5;0;hilang bib tutup rok nya madam bansos
07/05/2021 06:06;Widi78820100;Twitter for Android;[];0.0;5;0;2 sy masyararkat resah bilang nkri nkri pancasila tp kerja adu domba miris dana bansos colong ndak pki ndak kenal tuhan
07/05/2021 06:08;korbanstorysel1;Twitter Web App;[];0.0;4;0;mental miskin akar bansos nya cair maaf bantu gaji kerja gaji sja tidak gajih kerja kerja kagak dpet duit doang ditanyain mulu
07/05/2021 06:09;baaataaagooor;Twitter for iPhone;[];0.0;5;0;males bgt bansos takut korupsi
07/05/2021 06:09;Melati152;Twitter for Android;[];0.0;5;0;hobby kecolonganya nyolong dana bansos
07/05/2021 06:10;korbanstorysel1;Twitter Web App;[];0.0;4;1;bansos tunai malas kerja kasih lapang kerja suruh kerja cari duit anak dpet duit
07/05/2021 06:12;ikbharis1977;Twitter for Android;[];0.0;4;0;lg bansos mam
07/05/2021 06:14;abcdaffff;Twitter for iPhone;[];0.0;5;0;ujung 2nya ngarep bansos beli susu
07/05/2021 06:16;OtakSehat4;Twitter for Android;[];0.0;5;0;sekarng lindung kropsi bansos
07/05/2021 06:17;AndrisPurwanto;Twitter for Android;[];0.0;4;1;dapet bantu sembako negeri  lah kelas panglima kaisar bantu bansos sm negeri seberang truz gimana rakyat puasa umur hidup
07/05/2021 06:23;Mulyana034;Twitter for Android;[];0.0;4;1;dana bansos utama
07/05/2021 06:25;jawapos;Jawapos.com auto tweet;[];0.0;4;1;7 8 miliar bansos lurah
07/05/2021 06:26;2ikhtiar;Twitter Web App;[];2.0;5;0;kayak perintah takut bangkrut sedia makan rakyat lock down bulan tahu laksana
07/05/2021 06:27;Wahyu_Khairul_;Twitter for Android;[];0.0;5;0;liga aman tonton 25 indonesia kendali covid atur korupsi bansos
07/05/2021 06:27;EnggarHadii;Twitter Web App;[];0.0;5;0;om majalah bikin cover mamak banteng kait nya alir dana bansos ngeri euy kalo sampe bongkar ups
07/05/2021 06:33;beypejuang;Twitter for Android;[];0.0;5;0;uang tidak hilang itu jamin klw kentit bansos uang da ngalir 10rb paket km x sndri brpa juta paket yeee klw bljar 2sisi jgn 1sisi
07/05/2021 06:34;PolsekKjb;Twitter for Android;[];0.0;4;1;beri bansos polres purbalingga kec jobong
07/05/2021 06:40;martabakkejulop;Twitter for Android;[];0.0;4;1;bukti terima bansos
07/05/2021 06:42;N27347054;Twitter for Android;[];0.0;5;0;bunuh kezzi rakyat indonesia rampok dana bansos dana haji dana rakyat indonesia
07/05/2021 06:44;xovlock;Twitter for Android;['QGBacotsantuy'];1.0;5;0;dana karaoke dipake bansosqgbacotsantuy
07/05/2021 06:48;Teofilusjoko;Twitter for Android;[];0.0;4;0;bansos 300rb sok sok lockdown
07/05/2021 06:53;beypejuang;Twitter for Android;[];0.0;5;0;lbh jahat kentit bansos yg jahat sapa anti kpk sapa ayooo
07/05/2021 06:54;beypejuang;Twitter for Android;[];0.0;5;0;klw kentit bansos duta nanya ni jgn marah yeee
07/05/2021 06:56;Petanidesa13;Twitter for Android;[];0.0;5;0;preett akhhh wibawa negri tuh harum membanggakanklo jabat y amanah maling koruptor fakta y dana bansos rakyat sikat juga wong licik sok peduli cilik
07/05/2021 06:56;INDOTEKH;Twitter for Android;[];0.0;5;0;kelompok koruptor kuasa kpk nikmat uang haram usaha dg cara ketua kpk hukum mati maling bansos
07/05/2021 06:56;Benyoow;Twitter for Android;[];0.0;5;0;jam 8 sih kalo anuin bansos pagi
07/05/2021 07:05;unozaja;Twitter for Android;[];0.0;5;0;msyarakatnya pdhal suka ngatur 2 hukum tebang pilih perintah tangan covid bijak aneh pandemi bijak piknik mudik tidak wna lancar masuk dan bansos dampak covid gk tau sampe
07/05/2021 07:06;R_Soentana;Twitter for Android;[];0.0;5;0;nama jabat publik takut bongkar jati kait alir dana korupsi bansos korupsi 2
07/05/2021 07:07;myputun;Twitter for Android;['TumbangkanBonekaTiongkok', 'TumbangkanBonekaTiongkok'];0.0;5;0;lolos madam bansos n gang rampok jamaah tumbangkanbonekationgkoktumbangkanbonekationgkokpolitikus demokrat sidik kpk bansos incar twk
07/05/2021 07:07;serambinews;Twitter Web App;[];0.0;4;1;dana bantu sosial bantu pulih ekonomi nasional pandemi covid-19 menko pmk ri muhadjir effendy konferensi pers bpkn bantu salur mei 2021 via
07/05/2021 07:10;BlackJa91578044;Twitter for Android;[];0.0;5;0;undang 2 lindung masyarakat biar bansos tidak dikoropsi oknum partai lambang kepala sapi
07/05/2021 07:10;ra5aziz;Twitter for Android;[];0.0;5;0;korupsi bansos dapet perhati berat hukum gertak doang hukum mati gimana harap hukum berat
07/05/2021 07:11;;;;;5;0;cm umpatin pns g tau dana bansos pangkas anggar keg pns amp
07/05/2021 07:13;tukangmokel;Twitter for Android;[];0.0;5;0;rep e njalok bansos kabeh wkwk
07/05/2021 07:14;Revandisep_;Twitter for Android;[];0.0;5;0;menjegah korupsi dana bansos pake tangan kosong duhh
07/05/2021 07:17;Dhaninash;Twitter for Android;[];0.0;5;0;jaka sembung bawa golok ente emang nya anak sby hukum krn korupsi jabat besan jaman now udh harun mas madam bansos
07/05/2021 07:19;Dhaninash;Twitter for Android;[];0.0;5;0;woi kabar harun mas madam bansos
07/05/2021 07:20;beypejuang;Twitter for Android;[];0.0;5;0;bru prdana ye bkn mai tes you nya aja klw you pinter knp nyinyir blm trbukti kok diam you rampok bansos rakyat miskin you pintar tp bijaksana
07/05/2021 07:22;endyprayudi;Twitter for Android;[];0.0;5;0;kadrun butuh bansos
07/05/2021 07:23;AcanAbu;Twitter for Android;[];0.0;5;0;akun akun nkri harga cukong kenceng bain koruptor mama bansos harun mas isu talib radikal radikul pepes kosong buzzerrp dibiyayai koruptor
07/05/2021 07:24;Hudzaifah_UJE;Twitter for Android;[];0.0;5;0;perintah bansos gede
07/05/2021 07:25;AzizatilNurul;Twitter for Android;['INADaruratKeadilan', 'PatuhTidakMudik'];44.0;5;0;perintah sih asyik korup bansos nih kayak mudik larang dibebasin masuk kalo emang tutup tutup sekali kalo buka buka sekali jangan inadaruratkeadilan patuhtidakmudik
07/05/2021 07:26;Polsekturi2020;Twitter for Android;[];0.0;4;1;babinkamtibmas donokerto turi aiptu slamet gor kalurahan donokertoturi sleman laksana aman salur bansos blt dd tahap tahap 5 2021 bagi bank bpd sleman indonesia terima desa donokerto 110
07/05/2021 07:27;AidilF03;Twitter for iPhone;[];0.0;5;0;bosan putus perintah naik isu covid sampe lupa koruptor bansos
07/05/2021 07:27;RestyCayaaah;Twitter for Android;[];0.0;5;0;biar ompol kasih bansos biar beli otak
07/05/2021 07:27;Diwanda_deep;Twitter for Android;[];0.0;5;0;perintah ken puji klo kritik perintah simplenya perintah jokowi bain korban apbn bulan stop terbang laut paati kecil mada bansos korupsi
07/05/2021 07:28;GueChokY;Twitter for Android;[];0.0;5;0;nama bansos banca an sosialita
07/05/2021 07:29;Jajangsv;Twitter for Android;[];0.0;5;0;kalo beridiologi korupsi maling bansos
07/05/2021 07:31;Ramaekap1;Twitter for Android;[];2.0;5;0;lamar ra entuk mudik ra entuk wisata geden entuknilep bansos entuk daur ulang rapid nambah entuk untung cinta raono larang
07/05/2021 07:33;berubahpower;Twitter for Android;[];0.0;5;0;ayo dana bansos korupsi
07/05/2021 07:34;zizisandi22;Twitter Web App;[];0.0;5;0;to tri korup bansos anggota banteng mata merah
07/05/2021 07:35;YOHOYOLOYOLO;Twitter for Android;[];7777.0;5;0;bismillah twitter sy sbg honorer dinas s d hr blm jg gaji anggar pakai bansos cov
07/05/2021 07:36;jetsilvers;Twitter for Android;[];2.0;5;1;pancasila trisila ekasila gotong royong gotong royong pecat sidik ungkap korupsi bansos baru paham gw
07/05/2021 07:37;rakaaputra_;Twitter for Android;[];2.0;5;0;lamar ra entuk mudik ra entuk wisata geden entuknilep bansos entuk daur ulang rapid nambah entuk untung
07/05/2021 07:38;beypejuang;Twitter for Android;[];0.0;5;0;biadap buat kentit bansos cerna 2 dgn baik kata you pinter piknik uda 2
07/05/2021 07:39;sabrigo3;Twitter for Android;[];0.0;5;0;jabat nyolong bansos aktualisasi pancasila
07/05/2021 07:43;PhebeRima;Twitter for Android;[];0.0;4;0;mak slama pandemi emak gue warung kagak prnah dapet bansos suami imbas anggur g dpet wkwkwk lucu negeri ku
07/05/2021 07:44;CI0KI0;Twitter for Android;[];0.0;4;1;perintah byk bgt ngeluarin duit bansos vaksin disinergiin bijak larang mudik sia 2 upaya larang tu biar kumpul ketemu buesar seindo brrti larang ketemu ortu
07/05/2021 07:46;MendemVamps;Twitter for Android;[];44.0;5;0;perintah sih asyik korup bansos nih kayak mudik larang dibebasin masuk kalo emang
07/05/2021 07:49;RinjaniJB;Twitter Web App;[];2.0;5;0;depok dominasi sekolah swasta pakai it madrasah negeri nya dikiiit babget maklum 15 th depok asai pekaes bib apbd bansos lari yayasan 2 diri sekolah it hebat pekaes bangun karakter manusia paud leluasa
07/05/2021 07:50;didienAZHAR;Twitter Web App;[];2.0;5;0;pancasila trisila ekasila gotong royong gotong royong pecat sidik ungkap korupsi bansos baru paham gw ht
07/05/2021 07:50;sebingungitu;Twitter for iPhone;[];0.0;5;0; 8mas duluan ambil uang antre bansos bu
07/05/2021 07:50;dont_sal;Twitter for Android;['Bansos'];0.0;4;1;desa klagen gambir maospati ukir sejarah bansos
07/05/2021 08:00;santisss_;Twitter for Android;[];0.0;4;1;dapet bansos kopit
07/05/2021 08:03;muhalma;Twitter Web App;[];0.0;5;0;sdh bukti korup bansos pdip yg sdh bukti suap komisoner kpu pdip yg salah ttp hti fpi dobil emang
07/05/2021 08:03;leoagoestino26;Twitter for Android;[];0.0;5;0;sebentar korupsi dana bansos miliar rupiah jadi duta anti korupsi
07/05/2021 08:06;alin_raihani;Twitter Web App;[];0.0;5;0;sok sok tes wawas bangsa tangkap harusn mas ama madam bansos becus sok sok an ngetes ancuur ancur bego dislahin
07/05/2021 08:08;NekoBrott;Twitter for Android;[];0.0;5;0;tikus bansos liar takut nangkep bos tikus
07/05/2021 08:11;AzizatilNurul;Twitter for Android;[];0.0;5;0;korup bansos covid hukum mati kayak mati 2 tuh ampe nambah 2an ampe 2nya pikir alat swab daur ulang
07/05/2021 08:13;eddysutrisno08;Twitter for Android;[];0.0;5;0;wibawa negara sdh tdk madam bansos tdk narsi urusin tuh wna biar injak negara
07/05/2021 08:24;leerona39;Twitter for Android;[];0.0;5;0;madam bansos polisi
07/05/2021 08:25;Kimnarabitna;Twitter for Android;[];9.0;4;0;temen-temen ati ati kalo tamu mengatasnamakan dapet bansos rumah kalo mintain duit kasih bener bener kasih y x dapet bantu uang duluan aj nih jadi kakak kakek gw maling uang 1jt gk
